person_id,fir_number,full_name,normalized_name,role,gender,age,phone,address,district,true_identity_id
P0000169,FIR-2026-000075,Om Mittal,mittal om,Accused,Male,,9155464661,"675, Parikh Street, Giridih 644220",Bengaluru City,TID-OneOff-169
P0000170,FIR-2026-000075,Amol Gopal,amol gopal,Suspect,Male,40.0,,"91/725, Khanna Zila, Imphal 157043",Bengaluru City,TID-OneOff-170
P0000171,FIR-2026-000075,Bahadurjit Palla,bahadurjit palla,Complainant,Male,,9899674279,"00/676, Sachdev Street, Burhanpur 861793",Bengaluru City,TID-Victim-171
P0000172,FIR-2023-000076,J. Tiwari,j tiwari,Accused,Male,24.0,9131994523,,Bengaluru City,TID0004
P0000173,FIR-2023-000076,Upkaar Borah,borah upkaar,Complainant,Male,74.0,9304476522,"H.No. 541, Oommen Zila, Gandhinagar 181599",Bengaluru City,TID-Victim-173
P0000174,FIR-2024-000077,Alexander Sankar,alexander sankar,Accused,Male,50.0,,"015, Gupta Ganj, Begusarai-443106",Bengaluru City,TID-OneOff-174
P0000175,FIR-2024-000077,Ganga Bhagat,bhagat ganga,Suspect,Female,42.0,9391514667,"14, Srinivasan, Jalandhar 324171",Bengaluru City,TID-OneOff-175
P0000176,FIR-2024-000077,Rushil Sinha,rushil sinha,Complainant,Male,18.0,,"H.No. 862, Raj Path, Gaya-047743",Bengaluru City,TID-Victim-176
P0000177,FIR-2025-000078,Azaan Dora,azaan dora,Accused,Male,52.0,9935570846,"58/693, Bhat Circle, Nagaon 879374",Yadgir,TID-OneOff-177
P0000178,FIR-2025-000078,Rudra Banerjee,banerjee rudra,Victim,Male,34.0,,"22, Hans Ganj, Kalyan-Dombivli-163294",Yadgir,TID-Victim-178
P0000179,FIR-2026-000079,R. Edwin,edwin r,Accused,Female,,,"H.No. 686, Nanda Circle, Saharsa 099861",Belagavi,TID0041
P0000180,FIR-2026-000079,Falan Divan,divan falan,Complainant,Male,23.0,9773648841,"14/85, Lalla Marg, Shivpuri 024629",Bengaluru City,TID-Victim-180
P0000181,FIR-2023-000080,Meghana Varma,meghana varma,Accused,Female,,9338836384,,Dakshina Kannada,TID0139
P0000182,FIR-2023-000080,Anjali Randhawa,anjali randhawa,Complainant,Female,61.0,9867565624,"H.No. 745, Nazareth Nagar, Bijapur 713247",Uttara Kannada,TID-Victim-182
P0000183,FIR-2023-000080,Krish Saha,krish saha,Witness,Male,32.0,9402595772,"36, Varty Chowk, Pimpri-Chinchwad 148628",Uttara Kannada,TID-Witness-183
P0000184,FIR-2024-000081,Harini Hans,hans harini,Accused,Female,35.0,9446875956,"070, Issac Path, Arrah-861035",Bidar,TID-OneOff-184
P0000185,FIR-2024-000081,Udant Goel,goel udant,Victim,Male,49.0,9844554951,"H.No. 24, Mane Zila, Kharagpur-293333",Bidar,TID-Victim-185
P0000186,FIR-2025-000082,Samarth Varghese,samarth varghese,Accused,Male,31.0,,,Bengaluru City,TID-OneOff-186
P0000187,FIR-2025-000082,Aarna Som,aarna som,Complainant,Female,21.0,,"03/49, Maharaj Road, Gandhinagar-743748",Bengaluru City,TID-Victim-187
P0000188,FIR-2026-000083,Urishilla Dugara,dugara urishilla,Accused,Female,44.0,9726563708,"H.No. 858, Mandal, Moradabad-154544",Bengaluru City,TID0037
P0000189,FIR-2026-000083,Girindra Doctor,doctor girindra,Victim,Male,,9789830038,,Mangaluru,TID-Victim-189
P0000190,FIR-2023-000084,Alexander C.,alexander c,Accused,Male,46.0,9182902790,"65/20, Merchant Chowk, Gurgaon-609935",Shivamogga,TID0003
P0000191,FIR-2023-000084,Wazir Parmer,parmer wazir,Accused,Male,59.0,9988256872,"82/417, Kuruvilla Street, Thanjavur 353465",Bengaluru City,TID-OneOff-191
P0000192,FIR-2023-000084,Leena Menon,leena menon,Victim,Female,24.0,9489447905,"09, Bobal, Jammu-684602",Bengaluru City,TID-Victim-192
P0000193,FIR-2024-000085,Harish Oommen,harish oommen,Accused,Male,40.0,,"521, Natarajan Chowk, Satara-074329",Raichur,TID-OneOff-193
P0000194,FIR-2024-000085,Yash Chakrabarti,chakrabarti yash,Victim,Male,65.0,9639208572,"66/676, Barad Nagar, Dindigul-583003",Raichur,TID-Victim-194
P0000195,FIR-2024-000085,Pooja Muni,muni pooja,Witness,Female,20.0,9262712486,"89, Ganesh Road, Ranchi-478985",Raichur,TID-Witness-195
P0000196,FIR-2025-000086,Ekalinga Oommen,ekalinga oommen,Accused,Male,27.0,,"260, Kapur Ganj, Rajpur Sonarpur-982150",Bengaluru City,TID-OneOff-196
P0000197,FIR-2025-000086,Joshua Warrior,joshua warrior,Suspect,Male,47.0,9417406866,,Bengaluru City,TID-OneOff-197
P0000198,FIR-2025-000086,Arunima Chokshi,arunima chokshi,Victim,Female,,9928864810,"16/761, Krishnan Circle, Jamnagar 046184",Bengaluru City,TID-Victim-198
P0000199,FIR-2026-000087,Ubika Cheema,cheema ubika,Accused,Female,,,,Mysuru,TID-OneOff-199
P0000200,FIR-2026-000087,Lohit Comar,comar lohit,Complainant,Male,24.0,9269872191,"934, Jaggi Circle, Alappuzha 208737",Mysuru,TID-Victim-200
P0000201,FIR-2023-000088,Jacob Agate,agate jacob,Accused,Male,,,"H.No. 972, Vaidya Zila, Salem 374470",Bengaluru City,TID-OneOff-201
P0000202,FIR-2023-000088,Harita Baral,baral harita,Victim,Female,29.0,9174366341,"56/110, Devi Nagar, Ozhukarai 794155",Bengaluru City,TID-Victim-202
P0000203,FIR-2023-000088,Deepa Rattan,deepa rattan,Witness,Female,51.0,9378579341,,Bengaluru City,TID-Witness-203
P0000204,FIR-2024-000089,Vedant Magar,magar vedant,Accused,Male,44.0,9875548733,,Hassan,TID-OneOff-204
P0000205,FIR-2024-000089,Waida Sama,sama waida,Complainant,Female,58.0,,,Hassan,TID-Victim-205
P0000206,FIR-2025-000090,Daksh Deo,daksh deo,Accused,Male,45.0,9921499620,"H.No. 697, Sarma, Phagwara 590277",Kalaburagi,TID-OneOff-206
P0000207,FIR-2025-000090,Samesh Sastry,samesh sastry,Suspect,Male,41.0,9738760216,"H.No. 50, Kapur Circle, Kadapa 637562",Kalaburagi,TID-OneOff-207
P0000208,FIR-2025-000090,Aashi Dugar,aashi dugar,Victim,Female,62.0,9780867460,"175, Narayanan Ganj, Dhanbad-866317",Kalaburagi,TID-Victim-208
P0000209,FIR-2026-000091,Udarsh Chakrabarti,chakrabarti udarsh,Accused,Male,48.0,,"H.No. 17, Chauhan Nagar, Haridwar-880199",Raichur,TID-OneOff-209
P0000210,FIR-2026-000091,Yashoda Jhaveri,jhaveri yashoda,Victim,Female,59.0,9895807038,"H.No. 03, Narula Chowk, Bharatpur-113055",Raichur,TID-Victim-210
P0000211,FIR-2023-000092,Rachit Cherian,cherian rachit,Accused,Male,,,"26, Kumar Zila, Maheshtala 637351",Hassan,TID-OneOff-211
P0000212,FIR-2023-000092,Aradhana Dasgupta,aradhana dasgupta,Victim,Female,28.0,,"98/270, Bava Circle, Bhimavaram-829221",Hassan,TID-Victim-212
P0000213,FIR-2023-000092,Oeshi Thaman,oeshi thaman,Witness,Female,,,,Hassan,TID-Witness-213
P0000214,FIR-2024-000093,Shaurya Kothari,kothari shaurya,Accused,Male,58.0,9722077234,"H.No. 47, Devi Street, Madanapalle 858333",Ramanagara,TID-OneOff-214
P0000215,FIR-2024-000093,Orinder Deo,deo orinder,Accused,Male,56.0,9252294589,"15/879, Sahni, Bhusawal-810620",Ramanagara,TID-OneOff-215
P0000216,FIR-2024-000093,Harish Loke,harish loke,Complainant,Male,,9323308727,"42/043, Bali Circle, Bidhannagar-983863",Ramanagara,TID-Victim-216
P0000217,FIR-2025-000094,Arjun Raj,arjun raj,Accused,Male,52.0,9649481705,"58/004, Savant Ganj, Arrah-347212",Mysuru,TID-OneOff-217
P0000218,FIR-2025-000094,Darpan Purohit,darpan purohit,Victim,Male,,9451693111,,Mysuru,TID-Victim-218
P0000219,FIR-2025-000094,Tanish Mallick,mallick tanish,Witness,Male,48.0,9198751865,"940, Shukla Path, Thane 590947",Mysuru,TID-Witness-219
P0000220,FIR-2026-000095,Jagdish Bhardwaj,bhardwaj jagdish,Accused,Male,26.0,9830448745,"58/328, Tiwari Zila, Vijayanagaram 153355",Bengaluru Rural,TID0044
P0000221,FIR-2026-000095,Nandini Kamdar,kamdar nandini,Victim,Female,57.0,9511292349,"H.No. 573, Kohli, Pondicherry-164840",Ramanagara,TID-Victim-221
P0000222,FIR-2023-000096,Udant Sur,sur udant,Accused,Male,41.0,9936997381,"35/811, Yogi Street, Amritsar 361386",Bengaluru Rural,TID-OneOff-222
P0000223,FIR-2023-000096,Faraj Bajwa,bajwa faraj,Victim,Male,63.0,9599694347,"H.No. 110, Krishnamurthy Street, Ramgarh-466766",Bengaluru Rural,TID-Victim-223
P0000224,FIR-2024-000097,Abhiram Ramachandran,abhiram ramachandran,Accused,Male,55.0,9718919629,,Bagalkote,TID-OneOff-224
P0000225,FIR-2024-000097,Aarush Bhatnagar,aarush bhatnagar,Accused,Male,54.0,,"H.No. 81, Mitra Road, Ichalkaranji 660728",Bagalkote,TID-OneOff-225
P0000226,FIR-2024-000097,Ekanta Raman,ekanta raman,Complainant,Female,51.0,9792322606,,Bagalkote,TID-Victim-226
P0000227,FIR-2025-000098,Ekbal Misra,ekbal misra,Accused,Male,38.0,,"82/10, Ramesh Nagar, Farrukhabad 536822",Kalaburagi,TID-OneOff-227
P0000228,FIR-2025-000098,Indrajit Krishnan,indrajit krishnan,Complainant,Male,,9972181149,"908, Bora Chowk, Jabalpur-139755",Kalaburagi,TID-Victim-228
P0000229,FIR-2026-000099,Jatin  Baral,baral jatin,Accused,Male,34.0,9579726091,"H.No. 491, Nadkarni Ganj, Hospet-949299",Mysuru,TID0084
P0000230,FIR-2026-000099,Nakul Sangha,nakul sangha,Victim,Male,35.0,9884759871,"H.No. 33, Malhotra Marg, Guntur-777547",Bengaluru City,TID-Victim-230
P0000231,FIR-2026-000099,Harita Bumb,bumb harita,Witness,Female,40.0,,"34/11, Tripathi Nagar, Amaravati 930848",Bengaluru City,TID-Witness-231
P0000232,FIR-2023-000100,Megha Kade,kade megha,Accused,Female,55.0,9228727266,"H.No. 63, Mannan, Madhyamgram-658039",Bengaluru City,TID0098
P0000233,FIR-2023-000100,Yasti Dey,dey yasti,Victim,Female,50.0,9529716747,"992, Parmer Chowk, Muzaffarnagar-314530",Yadgir,TID-Victim-233
P0000234,FIR-2024-000101,C. Keer,c keer,Accused,Female,38.0,9475442872,"77, Baral Nagar, Kota-498926",Dakshina Kannada,TID0140
P0000235,FIR-2024-000101,Rajeshri Brahmbhatt,brahmbhatt rajeshri,Victim,Female,,9367301847,"865, Sur Path, Mahbubnagar 827231",Mysuru,TID-Victim-235
P0000236,FIR-2025-000102,Jalsa  Rattan,jalsa rattan,Accused,Female,25.0,9456649049,"225, Dani, Vijayanagaram 177739",Koppal,TID0073
P0000237,FIR-2025-000102,Samesh Bains,bains samesh,Complainant,Male,45.0,9290605328,"992, Vala Street, Chapra-024286",Chitradurga,TID-Victim-237
P0000238,FIR-2026-000103,Lucky Chada,chada lucky,Accused,Male,18.0,,"77/23, Dhar Marg, Sasaram-257991",Chamarajanagar,TID-OneOff-238
P0000239,FIR-2026-000103,Ranbir Rajan,rajan ranbir,Accused,Male,60.0,,,Chamarajanagar,TID-OneOff-239
P0000240,FIR-2026-000103,Chatura Babu,babu chatura,Complainant,Male,72.0,9252077412,"912, Barad Chowk, Tiruchirappalli-298068",Chamarajanagar,TID-Victim-240
P0000241,FIR-2026-000103,Reva Bassi,bassi reva,Witness,Female,65.0,9505636313,"65, Chaudhari, Guntur-731498",Chamarajanagar,TID-Witness-241
P0000242,FIR-2023-000104,Kabir Gulati,gulati kabir,Accused,Male,40.0,9108949508,"81/80, Jha Marg, Alappuzha 126944",Raichur,TID-OneOff-242
P0000243,FIR-2023-000104,Qadim Majumdar,majumdar qadim,Victim,Male,51.0,,"88, Gola Chowk, Karaikudi-449562",Raichur,TID-Victim-243
P0000244,FIR-2024-000105,Ishwar Sekhon,ishwar sekhon,Accused,Male,36.0,,"865, Ben Circle, Pali-127961",Bengaluru City,TID-OneOff-244
P0000245,FIR-2024-000105,Karan Kapadia,kapadia karan,Complainant,Male,27.0,,"06/69, Mangat Circle, Akola 703843",Bengaluru City,TID-Victim-245
P0000246,FIR-2025-000106,Jack Gara,gara jack,Accused,Male,45.0,9665401733,"021, Ratta Road, Tenali 938011",Shivamogga,TID-OneOff-246
P0000247,FIR-2025-000106,Priya Palan,palan priya,Victim,Female,45.0,9540511842,"37/69, Lal Nagar, Vellore 818451",Shivamogga,TID-Victim-247
P0000248,FIR-2026-000107,Manbir Datta,datta manbir,Accused,Male,54.0,9937643439,"76/973, Shanker Path, Dharmavaram 714163",Bengaluru City,TID0132
P0000249,FIR-2026-000107,Nakul Sachar,nakul sachar,Complainant,Male,53.0,9631829323,,Bengaluru City,TID-Victim-249
P0000250,FIR-2023-000108,Imaran D.,d imaran,Accused,Male,36.0,9757946096,"43/416, Borra Path, Fatehpur 539423",Shivamogga,TID0030
P0000251,FIR-2023-000108,Harish Keer,harish keer,Victim,Male,19.0,9978911479,"333, Parekh, Aligarh-179080",Bengaluru City,TID-Victim-251
P0000252,FIR-2024-000109,Harsh L.,harsh l,Accused,Male,57.0,9858302909,"57/94, Goswami Chowk, Sikar-920867",Bengaluru City,TID0099
P0000253,FIR-2024-000109,Yashasvi Palan,palan yashasvi,Accused,Female,,9477814318,"18, Mutti Chowk, Ahmedabad-691559",Ballari,TID-OneOff-253
P0000254,FIR-2024-000109,Girik Lall,girik lall,Victim,Male,60.0,9522977752,,Ballari,TID-Victim-254
P0000255,FIR-2025-000110,Lipika Sinha,lipika sinha,Accused,Female,32.0,,"763, Pradhan Marg, Rewa 729293",Raichur,TID-OneOff-255
P0000256,FIR-2025-000110,Krishna Keer,keer krishna,Complainant,Male,29.0,9512406474,"227, Goda Nagar, Panchkula-885744",Raichur,TID-Victim-256
P0000257,FIR-2026-000111,Rushil Chaudhary,chaudhary rushil,Accused,Male,18.0,9538116049,"471, Natt Chowk, Karimnagar-884506",Udupi,TID-OneOff-257
P0000258,FIR-2026-000111,Parth Issac,issac parth,Victim,Male,64.0,,"H.No. 58, Sekhon Chowk, Eluru-722569",Udupi,TID-Victim-258
P0000259,FIR-2023-000112,M. Datta,datta m,Accused,Male,54.0,9937643439,"H.No. 253, Nadig Path, Shimoga-475987",Bengaluru City,TID0132
P0000260,FIR-2023-000112,Fiyaz Gour,fiyaz gour,Victim,Male,21.0,9219050557,"34/132, Chauhan Marg, Rajkot 800681",Mysuru,TID-Victim-260
P0000261,FIR-2024-000113,Karan Dugal,dugal karan,Accused,Male,56.0,,"H.No. 33, Savant Road, Mira-Bhayandar 005577",Raichur,TID-OneOff-261
P0000262,FIR-2024-000113,Vamakshi Deshmukh,deshmukh vamakshi,Complainant,Female,20.0,9633216664,"96/884, Subramaniam Path, Hubli–Dharwad-456424",Raichur,TID-Victim-262
P0000263,FIR-2025-000114,Isaac D.,d isaac,Accused,Male,27.0,9468428348,"25/47, Anand Circle, Morena 064930",Chikkaballapura,TID0001
P0000264,FIR-2025-000114,Girindra Sabharwal,girindra sabharwal,Complainant,Male,55.0,9543525682,"266, Lall Ganj, Bhusawal-894484",Bengaluru City,TID-Victim-264
P0000265,FIR-2026-000115,Girindra Biswas,biswas girindra,Accused,Male,44.0,,"H.No. 17, Sethi, Pallavaram-502080",Bengaluru City,TID-OneOff-265
P0000266,FIR-2026-000115,Dalaja Manda,dalaja manda,Complainant,Female,26.0,9659414065,"70/312, Tak Nagar, Tiruvottiyur 475705",Bengaluru City,TID-Victim-266
P0000267,FIR-2023-000116,M. Kade,kade m,Accused,Female,,9228727266,"H.No. 461, Singhal Circle, Nellore 601367",Bengaluru City,TID0098
P0000268,FIR-2023-000116,Anay Issac,anay issac,Accused,Male,56.0,,"37/64, Dutt Path, Jamalpur-474350",Bengaluru City,TID-OneOff-268
P0000269,FIR-2023-000116,Dayita Keer,dayita keer,Complainant,Female,39.0,9767363317,"H.No. 249, Randhawa Zila, Bangalore-979251",Bengaluru City,TID-Victim-269
P0000270,FIR-2024-000117,A. Chander,a chander,Accused,Male,46.0,9429526162,"19, Bhasin Path, Raurkela Industrial Township-812735",Shivamogga,TID0003
P0000271,FIR-2024-000117,Urvashi Hans,hans urvashi,Victim,Female,46.0,9572348993,,Bengaluru Rural,TID-Victim-271
P0000272,FIR-2024-000117,Saanvi Parmar,parmar saanvi,Witness,Female,53.0,9162904986,"H.No. 778, Suri Road, Tezpur-855749",Bengaluru Rural,TID-Witness-272
P0000273,FIR-2025-000118,Bakhshi Wali,bakhshi wali,Accused,Male,,9648720210,,Dakshina Kannada,TID-OneOff-273
P0000274,FIR-2025-000118,Umang Merchant,merchant umang,Victim,Male,71.0,9546644034,,Dakshina Kannada,TID-Victim-274
P0000275,FIR-2026-000119,Isaac Dewan,dewan isaac,Accused,Male,27.0,9724366373,"08, Goyal Marg, Udupi 935186",Chikkaballapura,TID0001
P0000276,FIR-2026-000119,Yuvraj Dube,dube yuvraj,Victim,Male,20.0,9261141467,"51, Virk Zila, Varanasi 203173",Bengaluru City,TID-Victim-276
P0000277,FIR-2023-000120,Alexander Chandera,alexander chandera,Accused,Male,46.0,9185566562,"67/89, Kunda, Ambarnath 910371",Shivamogga,TID0003
P0000278,FIR-2023-000120,Azaan Patel,azaan patel,Victim,Male,56.0,9944287643,"09/480, Modi Zila, Thrissur-138633",Bengaluru City,TID-Victim-278
P0000279,FIR-2024-000121,Gaurav Sagar,gaurav sagar,Accused,Male,,9382797958,"76/122, Ratti Circle, Sangli-Miraj & Kupwad 558556",Bengaluru City,TID-OneOff-279
P0000280,FIR-2024-000121,Ojasvi Khosla,khosla ojasvi,Complainant,Female,20.0,9125696210,"45/77, Acharya Marg, Anantapuram-824043",Bengaluru City,TID-Victim-280
P0000281,FIR-2025-000122,Advik M.,advik m,Accused,Male,36.0,9444066478,"H.No. 488, Dubey Circle, Agra-522459",Mangaluru,TID0000
P0000282,FIR-2025-000122,Kamala Kunda,kamala kunda,Complainant,Female,49.0,9705731415,"69/31, Subramanian Path, Morbi 940961",Bengaluru City,TID-Victim-282
P0000283,FIR-2026-000123,Oliver Pall,oliver pall,Accused,Male,28.0,9378559780,"H.No. 390, Bhagat Marg, Loni-589258",Chikkamagaluru,TID-OneOff-283
P0000284,FIR-2026-000123,Faraj Bedi,bedi faraj,Complainant,Male,27.0,9692880978,"98/13, Mann Marg, Siliguri-517908",Chikkamagaluru,TID-Victim-284
P0000285,FIR-2023-000124,Karan Chada,chada karan,Accused,Male,32.0,,"22/783, Rana Chowk, Kishanganj-314659",Bengaluru City,TID-OneOff-285
P0000286,FIR-2023-000124,Dayita Sachdev,dayita sachdev,Victim,Female,65.0,9934346335,,Bengaluru City,TID-Victim-286
P0000287,FIR-2024-000125,Ekalinga Lalla,ekalinga lalla,Accused,Male,23.0,9172221238,"H.No. 35, Bajwa Path, Gulbarga-979270",Kalaburagi,TID0096
P0000288,FIR-2024-000125,Harish Prakash,harish prakash,Complainant,Male,,9758609850,"H.No. 039, Mani Street, Tiruvottiyur-477053",Bengaluru City,TID-Victim-288
P0000289,FIR-2025-000126,Qabil B.,b qabil,Accused,Male,35.0,9643189555,"84/87, Dhaliwal, Gandhinagar-420439",Bengaluru City,TID0108
P0000290,FIR-2025-000126,Avni Shroff,avni shroff,Complainant,Female,38.0,9441040118,"45, Bahl Zila, Kharagpur 681579",Bengaluru Rural,TID-Victim-290
P0000291,FIR-2026-000127,Girik Issac,girik issac,Accused,Male,,,"H.No. 384, Suri Path, Sangli-Miraj & Kupwad-555438",Raichur,TID-OneOff-291
P0000292,FIR-2026-000127,Azaan Kurian,azaan kurian,Complainant,Male,41.0,9268569854,"43/25, Devan Marg, Eluru-639264",Raichur,TID-Victim-292
P0000293,FIR-2023-000128,Udarsh Deep,deep udarsh,Accused,Male,26.0,,"83/24, Deshmukh Circle, Ulhasnagar-518812",Chikkaballapura,TID-OneOff-293
P0000294,FIR-2023-000128,Elijah Balan,balan elijah,Complainant,Male,,9918605724,"47, Doshi Road, Aligarh 209949",Chikkaballapura,TID-Victim-294
P0000295,FIR-2023-000128,Jack Kashyap,jack kashyap,Witness,Male,,,"H.No. 728, Singh, Udaipur 772233",Chikkaballapura,TID-Witness-295
P0000296,FIR-2024-000129,Ekaraj  Sami,ekaraj sami,Accused,Male,22.0,,"H.No. 463, Jayaraman Ganj, Belgaum 975736",Koppal,TID0067
P0000297,FIR-2024-000129,Ansh Rai,ansh rai,Victim,Male,46.0,9704681222,,Yadgir,TID-Victim-297
P0000298,FIR-2025-000130,Girik Biswasa,biswasa girik,Accused,Male,47.0,,,Mysuru,TID0082
P0000299,FIR-2025-000130,Ronith Yadav,ronith yadav,Suspect,Male,22.0,9912700913,"70, Venkataraman Ganj, Thane 803476",Bengaluru City,TID-OneOff-299
P0000300,FIR-2025-000130,Luke Shenoy,luke shenoy,Complainant,Male,73.0,,,Bengaluru City,TID-Victim-300
P0000301,FIR-2026-000131,Siddharth Menon,menon siddharth,Accused,Male,39.0,,"71, Chowdhury Circle, Bhimavaram 665702",Hubballi-Dharwad,TID-OneOff-301
P0000302,FIR-2026-000131,Harrison Sha,harrison sha,Complainant,Male,71.0,9441114921,"H.No. 21, Comar Zila, Mirzapur 868926",Hubballi-Dharwad,TID-Victim-302
P0000303,FIR-2026-000131,Anthony Garde,anthony garde,Witness,Male,18.0,9301513886,,Hubballi-Dharwad,TID-Witness-303
P0000304,FIR-2023-000132,Falguni Gaba,falguni gaba,Accused,Female,31.0,9382327116,"06/447, Golla Road, Mira-Bhayandar-094077",Dakshina Kannada,TID-OneOff-304
P0000305,FIR-2023-000132,Aarnav Tak,aarnav tak,Victim,Male,67.0,,"77/67, Ahuja Zila, Motihari-983022",Dakshina Kannada,TID-Victim-305
P0000306,FIR-2024-000133,Priya Bansal,bansal priya,Accused,Female,37.0,9225946154,"99/451, Chopra Nagar, Mangalore-499982",Bengaluru Rural,TID-OneOff-306
P0000307,FIR-2024-000133,Pranit Banik,banik pranit,Accused,Male,42.0,,"H.No. 56, Sane Zila, Jalna 214586",Bengaluru Rural,TID-OneOff-307
P0000308,FIR-2024-000133,Jagrati Bhardwaj,bhardwaj jagrati,Complainant,Female,71.0,9278366024,"94, Nadig Marg, Hajipur 299787",Bengaluru Rural,TID-Victim-308
P0000309,FIR-2025-000134,Gautam Kaul,gautam kaul,Accused,Male,18.0,9487611538,"H.No. 107, Johal Zila, Haridwar 558303",Haveri,TID-OneOff-309
P0000310,FIR-2025-000134,Joshua Bir,bir joshua,Victim,Male,41.0,,"85/01, Om Path, Jehanabad 235577",Haveri,TID-Victim-310
P0000311,FIR-2025-000134,Ekanta Subramaniam,ekanta subramaniam,Witness,Female,,9614037655,"57/60, Mistry Circle, Miryalaguda-395512",Haveri,TID-Witness-311
P0000312,FIR-2026-000135,Alexander Nori,alexander nori,Accused,Male,25.0,9784486956,"96/29, Morar Zila, Patna-617357",Bengaluru City,TID-OneOff-312
P0000313,FIR-2026-000135,Janaki Vohra,janaki vohra,Complainant,Female,35.0,,"H.No. 503, Sawhney Zila, Karawal Nagar 357845",Bengaluru City,TID-Victim-313
P0000314,FIR-2023-000136,Orinder Lalla,lalla orinder,Accused,Male,40.0,9919795579,,Dakshina Kannada,TID0011
P0000315,FIR-2023-000136,Chavvi Varty,chavvi varty,Complainant,Female,68.0,9784988889,"07/681, Mukhopadhyay Nagar, Hindupur-570184",Ramanagara,TID-Victim-315
P0000316,FIR-2023-000136,Nachiket Kadakia,kadakia nachiket,Witness,Male,61.0,,"448, Sastry Path, Darbhanga 241098",Ramanagara,TID-Witness-316
P0000317,FIR-2024-000137,Ishanvi Palla,ishanvi palla,Accused,Female,45.0,9970706181,"493, Bobal Street, Pudukkottai 870207",Vijayapura,TID-OneOff-317
P0000318,FIR-2024-000137,Damyanti Rajagopal,damyanti rajagopal,Complainant,Female,50.0,9897931673,"62, Sehgal, Bijapur 381792",Vijayapura,TID-Victim-318
P0000319,FIR-2024-000137,Vivaan Chatterjee,chatterjee vivaan,Witness,Male,47.0,9223800483,"77/332, Kuruvilla, Katni-557701",Vijayapura,TID-Witness-319
P0000320,FIR-2025-000138,Daksh Panchal,daksh panchal,Accused,Male,24.0,9484404444,"459, Datta, Machilipatnam-581487",Tumakuru,TID-OneOff-320
P0000321,FIR-2025-000138,Samuel Khare,khare samuel,Accused,Male,19.0,9762082445,"61, Joshi Path, Raebareli-832197",Tumakuru,TID-OneOff-321
P0000322,FIR-2025-000138,Vedika Nanda,nanda vedika,Victim,Female,33.0,9500736317,"461, Chopra, Khammam 013290",Tumakuru,TID-Victim-322
P0000323,FIR-2026-000139,Simon Kanda,kanda simon,Accused,Male,,9291735734,"84, Sekhon Marg, Tiruppur-494651",Belagavi,TID0147
P0000324,FIR-2026-000139,Saksham Datta,datta saksham,Suspect,Male,47.0,9594552310,"H.No. 80, Parmer Nagar, Ichalkaranji 369656",Bengaluru City,TID-OneOff-324
